,dates,times,orders,prices,staff
1049,28-08-2021,7:16,"['Coffee beans special 200', 'Pour-over normal']","[600, 100]",Medse
1050,28-08-2021,7:29,"['Flat white', 'Mocha', 'Latte']","[70, 75, 70]",Medse
1051,28-08-2021,8:02,['Latte'],[70],Medse
1052,28-08-2021,9:15,"['Espresso shot', 'Cappucino']","[30, 70]",Medse
1053,29-08-2021,11:24,"['Macchiato', 'Latte', 'Americano', 'Americano']","[75, 70, 50, 50]",Medse
1054,29-08-2021,11:31,['Americano'],[50],Medse
1055,29-08-2021,11:57,"['Pour-over normal', 'Americano']","[100, 50]",Medse
1056,29-08-2021,12:39,['Coffee beans 200'],[400],Medse
1057,29-08-2021,12:48,"['Latte', 'Coffee beans special 200', 'Espresso shot']","[70, 600, 30]",Medse
1058,29-08-2021,13:07,"['Coffee beans special 200', 'Flat white', 'Americano']","[600, 70, 50]",Medse
1059,29-08-2021,13:11,"['Latte', 'Pour-over special']","[70, 200]",Medse
1060,29-08-2021,13:47,['Pour-over normal'],[100],Medse
1061,29-08-2021,14:32,['Pour-over normal'],[100],Medse
1062,29-08-2021,15:30,"['Mocha', 'Americano']","[75, 50]",Medse
1063,29-08-2021,15:40,['Coffee beans 200'],[400],Medse
1064,29-08-2021,16:03,"['Cappucino', 'Flat white']","[70, 70]",Medse
1065,29-08-2021,16:19,['Flat white'],[70],Medse
1066,29-08-2021,7:02,['Pour-over normal'],[100],Medse
1067,29-08-2021,7:41,['Coffee beans 200'],[400],Medse
1068,29-08-2021,8:20,['Cappucino'],[70],Medse
1069,29-08-2021,8:28,"['Pour-over special', 'Latte']","[200, 70]",Medse
1070,29-08-2021,8:43,"['Pour-over normal', 'Pour-over special', 'Americano']","[100, 200, 50]",Medse
1071,29-08-2021,9:02,['Latte'],[70],Medse
1072,29-08-2021,9:14,"['Pour-over normal', 'Flat white']","[100, 70]",Medse
1073,29-08-2021,9:41,"['Mocha', 'Flat white', 'Coffee beans special 200', 'Flat white']","[75, 70, 600, 70]",Medse
1074,29-08-2021,9:59,['Pour-over normal'],[100],Medse
1075,30-08-2021,10:00,"['Pour-over normal', 'Latte']","[100, 70]",Rambo
1076,30-08-2021,13:39,['Pour-over normal'],[100],Rambo
1077,30-08-2021,13:56,['Cappucino'],[70],Rambo
1078,30-08-2021,14:39,"['Pour-over normal', 'Espresso shot']","[100, 30]",Rambo
1079,30-08-2021,16:06,['Cappucino'],[70],Rambo
1080,30-08-2021,16:41,"['Pour-over special', 'Pour-over normal', 'Coffee beans 200', 'Pour-over special', 'Pour-over special']","[200, 100, 400, 200, 200]",Rambo
1081,30-08-2021,16:56,['Pour-over normal'],[100],Rambo
1082,30-08-2021,8:02,['Pour-over special'],[200],Rambo
1083,30-08-2021,9:20,['Espresso shot'],[30],Rambo
1084,30-08-2021,9:32,['Coffee beans 200'],[400],Rambo
1085,30-08-2021,9:43,['Coffee beans special 200'],[600],Rambo
1086,31-08-2021,10:19,"['Pour-over normal', 'Espresso shot']","[100, 30]",Penguin
1087,31-08-2021,11:58,"['Americano', 'Pour-over special']","[50, 200]",Penguin
1088,31-08-2021,12:08,['Espresso shot'],[30],Penguin
1089,31-08-2021,12:11,"['Cappucino', 'Latte']","[70, 70]",Penguin
1090,31-08-2021,13:49,['Coffee beans special 200'],[600],Penguin
1091,31-08-2021,13:59,['Latte'],[70],Penguin
1092,31-08-2021,15:06,['Americano'],[50],Penguin
1093,31-08-2021,15:11,['Latte'],[70],Penguin
1094,31-08-2021,15:27,"['Pour-over special', 'Americano', 'Cappucino', 'Mocha', 'Pour-over special']","[200, 50, 70, 75, 200]",Penguin
1095,31-08-2021,15:33,"['Americano', 'Cappucino']","[50, 70]",Penguin
1096,31-08-2021,7:03,['Pour-over special'],[200],Penguin
1097,31-08-2021,7:19,['Mocha'],[75],Penguin
1098,31-08-2021,7:44,"['Americano', 'Pour-over normal', 'Mocha']","[50, 100, 75]",Penguin
1099,31-08-2021,8:09,"['Espresso shot', 'Latte', 'Pour-over normal', 'Coffee beans special 200', 'Pour-over normal']","[30, 70, 100, 600, 100]",Penguin
1100,31-08-2021,8:13,"['Americano', 'Pour-over special', 'Pour-over special', 'Coffee beans special 200', 'Espresso shot']","[50, 200, 200, 600, 30]",Penguin
1101,31-08-2021,9:17,['Espresso shot'],[30],Penguin
1102,31-08-2021,9:52,"['Mocha', 'Pour-over normal']","[75, 100]",Penguin
1103,01-09-2021,10:02,"['Flat white', 'Latte']","[70, 70]",Rambo
1104,01-09-2021,10:34,['Americano'],[50],Rambo
1105,01-09-2021,11:08,"['Flat white', 'Cappucino']","[70, 70]",Rambo
1106,01-09-2021,11:46,['Coffee beans special 200'],[600],Rambo
1107,01-09-2021,12:28,['Flat white'],[70],Rambo
1108,01-09-2021,12:39,['Coffee beans special 200'],[600],Rambo
1109,01-09-2021,13:14,"['Mocha', 'Espresso shot']","[75, 30]",Rambo
1110,01-09-2021,14:03,"['Latte', 'Latte']","[70, 70]",Rambo
1111,01-09-2021,14:10,"['Espresso shot', 'Pour-over special', 'Latte']","[30, 200, 70]",Rambo
1112,01-09-2021,15:01,['Pour-over normal'],[100],Rambo
1113,01-09-2021,15:03,['Macchiato'],[75],Rambo
1114,01-09-2021,15:08,"['Cappucino', 'Pour-over normal']","[70, 100]",Rambo
1115,01-09-2021,15:14,['Pour-over special'],[200],Rambo
1116,01-09-2021,16:06,['Latte'],[70],Rambo
1117,01-09-2021,16:28,['Pour-over special'],[200],Rambo
1118,01-09-2021,16:29,"['Pour-over special', 'Espresso shot']","[200, 30]",Rambo
1119,01-09-2021,16:59,['Pour-over normal'],[100],Rambo
1120,02-09-2021,10:47,['Pour-over normal'],[100],Penguin
1121,02-09-2021,11:07,"['Pour-over special', 'Pour-over special', 'Pour-over normal']","[200, 200, 100]",Penguin
1122,02-09-2021,11:09,"['Pour-over special', 'Espresso shot']","[200, 30]",Penguin
1123,02-09-2021,11:17,['Mocha'],[75],Penguin
1124,02-09-2021,11:18,"['Latte', 'Americano']","[70, 50]",Penguin
1125,02-09-2021,11:22,['Pour-over special'],[200],Penguin
1126,02-09-2021,11:24,"['Latte', 'Pour-over special']","[70, 200]",Penguin
1127,02-09-2021,12:59,"['Cappucino', 'Americano', 'Pour-over special']","[70, 50, 200]",Penguin
1128,02-09-2021,13:37,"['Coffee beans special 200', 'Cappucino', 'Americano', 'Flat white']","[600, 70, 50, 70]",Penguin
1129,02-09-2021,14:06,"['Mocha', 'Cappucino']","[75, 70]",Penguin
1130,02-09-2021,15:24,['Latte'],[70],Penguin
1131,02-09-2021,15:33,"['Macchiato', 'Latte']","[75, 70]",Penguin
1132,02-09-2021,16:58,"['Coffee beans 200', 'Pour-over normal']","[400, 100]",Penguin
1133,02-09-2021,7:20,['Latte'],[70],Penguin
1134,02-09-2021,8:10,"['Pour-over special', 'Cappucino']","[200, 70]",Penguin
1135,02-09-2021,8:49,"['Latte', 'Cappucino']","[70, 70]",Penguin
1136,03-09-2021,10:01,['Pour-over normal'],[100],Rambo
1137,03-09-2021,10:40,['Latte'],[70],Rambo
1138,03-09-2021,12:00,"['Americano', 'Latte']","[50, 70]",Rambo
1139,03-09-2021,12:08,['Pour-over normal'],[100],Rambo
1140,03-09-2021,14:20,['Pour-over normal'],[100],Rambo
1141,03-09-2021,15:07,['Pour-over special'],[200],Rambo
1142,03-09-2021,16:15,"['Cappucino', 'Espresso shot']","[70, 30]",Rambo
1143,03-09-2021,16:25,['Americano'],[50],Rambo
1144,03-09-2021,16:48,['Pour-over normal'],[100],Rambo
1145,03-09-2021,7:34,"['Mocha', 'Cappucino']","[75, 70]",Rambo
1146,03-09-2021,8:14,"['Pour-over special', 'Pour-over special']","[200, 200]",Rambo
1147,03-09-2021,8:43,['Americano'],[50],Rambo
1148,03-09-2021,9:16,"['Americano', 'Mocha']","[50, 75]",Rambo
1149,03-09-2021,9:27,"['Macchiato', 'Macchiato']","[75, 75]",Rambo
1150,03-09-2021,9:44,['Flat white'],[70],Rambo
1151,04-09-2021,10:11,['Americano'],[50],Medse
1152,04-09-2021,10:15,['Pour-over normal'],[100],Medse
1153,04-09-2021,10:30,"['Flat white', 'Coffee beans 200', 'Pour-over special', 'Americano', 'Espresso shot']","[70, 400, 200, 50, 30]",Medse
1154,04-09-2021,11:08,"['Latte', 'Mocha']","[70, 75]",Medse
1155,04-09-2021,11:13,"['Cappucino', 'Pour-over special']","[70, 200]",Medse
1156,04-09-2021,11:19,['Pour-over normal'],[100],Medse
1157,04-09-2021,11:38,"['Mocha', 'Latte']","[75, 70]",Medse
1158,04-09-2021,11:59,"['Coffee beans 200', 'Pour-over special', 'Coffee beans 200']","[400, 200, 400]",Medse
1159,04-09-2021,12:35,"['Pour-over normal', 'Pour-over normal', 'Pour-over special', 'Americano', 'Coffee beans special 200']","[100, 100, 200, 50, 600]",Medse
1160,04-09-2021,13:18,"['Pour-over normal', 'Americano', 'Macchiato', 'Cappucino', 'Macchiato']","[100, 50, 75, 70, 75]",Medse
1161,04-09-2021,13:36,['Pour-over normal'],[100],Medse
1162,04-09-2021,14:07,"['Pour-over normal', 'Pour-over special', 'Coffee beans special 200', 'Americano', 'Americano']","[100, 200, 600, 50, 50]",Medse
1163,04-09-2021,14:12,"['Americano', 'Americano']","[50, 50]",Medse
1164,04-09-2021,14:25,"['Latte', 'Flat white']","[70, 70]",Medse
1165,04-09-2021,16:07,"['Latte', 'Coffee beans special 200']","[70, 600]",Medse
1166,04-09-2021,7:11,"['Pour-over special', 'Pour-over normal']","[200, 100]",Medse
1167,04-09-2021,8:04,"['Pour-over normal', 'Mocha', 'Cappucino', 'Americano', 'Pour-over special']","[100, 75, 70, 50, 200]",Medse
1168,04-09-2021,8:40,['Coffee beans 200'],[400],Medse
1169,04-09-2021,8:57,"['Pour-over normal', 'Latte']","[100, 70]",Medse
1170,04-09-2021,9:35,"['Pour-over special', 'Pour-over normal', 'Pour-over normal', 'Coffee beans special 200']","[200, 100, 100, 600]",Medse
1171,05-09-2021,10:33,['Coffee beans 200'],[400],Medse
1172,05-09-2021,10:36,"['Pour-over normal', 'Espresso shot']","[100, 30]",Medse
1173,05-09-2021,10:38,['Macchiato'],[75],Medse
1174,05-09-2021,10:41,['Macchiato'],[75],Medse
1175,05-09-2021,10:42,"['Cappucino', 'Americano']","[70, 50]",Medse
1176,05-09-2021,10:45,"['Cappucino', 'Pour-over special']","[70, 200]",Medse
1177,05-09-2021,10:57,['Pour-over special'],[200],Medse
1178,05-09-2021,11:17,"['Cappucino', 'Coffee beans special 200']","[70, 600]",Medse
1179,05-09-2021,11:55,['Mocha'],[75],Medse
1180,05-09-2021,12:14,['Pour-over special'],[200],Medse
1181,05-09-2021,13:07,"['Mocha', 'Mocha']","[75, 75]",Medse
1182,05-09-2021,13:09,['Pour-over special'],[200],Medse
1183,05-09-2021,13:25,['Flat white'],[70],Medse
1184,05-09-2021,13:51,"['Pour-over special', 'Mocha']","[200, 75]",Medse
1185,05-09-2021,14:05,"['Pour-over special', 'Pour-over special']","[200, 200]",Medse
1186,05-09-2021,14:46,"['Mocha', 'Pour-over normal']","[75, 100]",Medse
1187,05-09-2021,15:43,"['Pour-over normal', 'Cappucino']","[100, 70]",Medse
1188,05-09-2021,15:55,['Macchiato'],[75],Medse
1189,05-09-2021,16:07,"['Cappucino', 'Pour-over normal']","[70, 100]",Medse
1190,05-09-2021,16:22,['Cappucino'],[70],Medse
1191,05-09-2021,7:00,['Coffee beans special 200'],[600],Medse
1192,05-09-2021,7:03,['Espresso shot'],[30],Medse
1193,05-09-2021,7:26,['Pour-over normal'],[100],Medse
1194,05-09-2021,8:22,"['Americano', 'Flat white', 'Flat white', 'Espresso shot']","[50, 70, 70, 30]",Medse
1195,05-09-2021,9:03,"['Mocha', 'Flat white', 'Latte', 'Pour-over normal']","[75, 70, 70, 100]",Medse
1196,05-09-2021,9:08,['Coffee beans special 200'],[600],Medse
1197,05-09-2021,9:13,"['Pour-over normal', 'Mocha', 'Flat white']","[100, 75, 70]",Medse
1198,05-09-2021,9:33,['Flat white'],[70],Medse
1199,05-09-2021,9:38,['Pour-over special'],[200],Medse
1200,05-09-2021,9:45,"['Pour-over normal', 'Cappucino']","[100, 70]",Medse
1201,06-09-2021,10:32,['Pour-over normal'],[100],Rambo
1202,06-09-2021,11:03,"['Mocha', 'Pour-over normal', 'Latte', 'Americano']","[75, 100, 70, 50]",Rambo
1203,06-09-2021,11:39,['Flat white'],[70],Rambo
1204,06-09-2021,11:43,"['Pour-over normal', 'Pour-over special']","[100, 200]",Rambo
1205,06-09-2021,11:45,['Pour-over normal'],[100],Rambo
1206,06-09-2021,12:06,"['Latte', 'Pour-over special']","[70, 200]",Rambo
1207,06-09-2021,12:07,['Pour-over special'],[200],Rambo
1208,06-09-2021,12:10,['Coffee beans 200'],[400],Rambo
1209,06-09-2021,12:12,"['Americano', 'Pour-over special']","[50, 200]",Rambo
1210,06-09-2021,13:20,['Pour-over normal'],[100],Rambo
1211,06-09-2021,13:22,['Mocha'],[75],Rambo
1212,06-09-2021,13:23,"['Coffee beans special 200', 'Macchiato', 'Espresso shot']","[600, 75, 30]",Rambo
1213,06-09-2021,13:31,['Mocha'],[75],Rambo
1214,06-09-2021,13:31,['Pour-over normal'],[100],Rambo
1215,06-09-2021,13:41,"['Macchiato', 'Pour-over normal', 'Coffee beans special 200']","[75, 100, 600]",Rambo
1216,06-09-2021,14:52,['Pour-over normal'],[100],Rambo
1217,06-09-2021,15:39,"['Pour-over special', 'Macchiato']","[200, 75]",Rambo
1218,06-09-2021,15:55,"['Pour-over normal', 'Pour-over special']","[100, 200]",Rambo
1219,06-09-2021,16:00,['Pour-over normal'],[100],Rambo
1220,06-09-2021,16:01,['Americano'],[50],Rambo
1221,06-09-2021,16:26,['Latte'],[70],Rambo
1222,06-09-2021,7:34,['Cappucino'],[70],Rambo
1223,06-09-2021,7:58,"['Pour-over special', 'Cappucino', 'Americano']","[200, 70, 50]",Rambo
1224,06-09-2021,8:16,"['Mocha', 'Latte']","[75, 70]",Rambo
1225,06-09-2021,8:22,"['Americano', 'Pour-over special', 'Macchiato', 'Americano', 'Macchiato']","[50, 200, 75, 50, 75]",Rambo
1226,06-09-2021,9:15,['Mocha'],[75],Rambo
1227,06-09-2021,9:19,"['Americano', 'Mocha', 'Flat white', 'Pour-over normal']","[50, 75, 70, 100]",Rambo
1228,06-09-2021,9:23,['Latte'],[70],Rambo
1229,06-09-2021,9:37,"['Pour-over special', 'Pour-over special', 'Flat white']","[200, 200, 70]",Rambo
1230,06-09-2021,9:45,['Pour-over normal'],[100],Rambo
1231,07-09-2021,10:06,['Coffee beans 200'],[400],Penguin
1232,07-09-2021,10:08,['Pour-over special'],[200],Penguin
1233,07-09-2021,11:00,"['Mocha', 'Americano']","[75, 50]",Penguin
1234,07-09-2021,11:20,"['Cappucino', 'Flat white', 'Pour-over normal']","[70, 70, 100]",Penguin
1235,07-09-2021,11:43,['Pour-over normal'],[100],Penguin
1236,07-09-2021,11:51,"['Latte', 'Pour-over special']","[70, 200]",Penguin
1237,07-09-2021,12:08,['Cappucino'],[70],Penguin
1238,07-09-2021,12:19,['Cappucino'],[70],Penguin
1239,07-09-2021,12:42,['Mocha'],[75],Penguin
1240,07-09-2021,13:36,"['Pour-over normal', 'Pour-over normal']","[100, 100]",Penguin
1241,07-09-2021,13:47,"['Americano', 'Mocha']","[50, 75]",Penguin
1242,07-09-2021,13:57,['Macchiato'],[75],Penguin
1243,07-09-2021,15:01,['Latte'],[70],Penguin
1244,07-09-2021,15:33,['Cappucino'],[70],Penguin
1245,07-09-2021,15:40,"['Mocha', 'Pour-over special']","[75, 200]",Penguin
1246,07-09-2021,16:01,"['Pour-over normal', 'Macchiato', 'Americano', 'Pour-over normal']","[100, 75, 50, 100]",Penguin
1247,07-09-2021,16:31,['Cappucino'],[70],Penguin
1248,07-09-2021,16:34,"['Pour-over special', 'Coffee beans special 200']","[200, 600]",Penguin
1249,07-09-2021,16:48,"['Americano', 'Latte', 'Flat white', 'Macchiato', 'Pour-over normal']","[50, 70, 70, 75, 100]",Penguin
1250,07-09-2021,16:53,['Mocha'],[75],Penguin
1251,07-09-2021,7:26,['Americano'],[50],Penguin
1252,07-09-2021,7:29,"['Pour-over normal', 'Pour-over normal']","[100, 100]",Penguin
1253,07-09-2021,8:09,"['Pour-over special', 'Coffee beans 200']","[200, 400]",Penguin
1254,07-09-2021,8:46,['Pour-over special'],[200],Penguin
1255,07-09-2021,9:06,['Cappucino'],[70],Penguin
1256,07-09-2021,9:17,['Latte'],[70],Penguin
1257,07-09-2021,9:26,"['Pour-over special', 'Pour-over special', 'Cappucino', 'Espresso shot']","[200, 200, 70, 30]",Penguin
1258,07-09-2021,9:49,['Americano'],[50],Penguin
1259,08-09-2021,13:00,['Mocha'],[75],Rambo
1260,08-09-2021,15:02,['Pour-over normal'],[100],Rambo
1261,08-09-2021,15:03,"['Cappucino', 'Pour-over normal', 'Flat white']","[70, 100, 70]",Rambo
1262,08-09-2021,15:23,['Coffee beans special 200'],[600],Rambo
1263,08-09-2021,16:18,"['Pour-over special', 'Flat white']","[200, 70]",Rambo
1264,08-09-2021,8:18,"['Mocha', 'Flat white']","[75, 70]",Rambo
1265,08-09-2021,8:47,"['Americano', 'Latte']","[50, 70]",Rambo
1266,08-09-2021,8:50,"['Coffee beans 200', 'Americano']","[400, 50]",Rambo
1267,09-09-2021,11:01,"['Pour-over normal', 'Coffee beans special 200', 'Pour-over special', 'Pour-over special']","[100, 600, 200, 200]",Penguin
1268,09-09-2021,11:35,['Pour-over normal'],[100],Penguin
1269,09-09-2021,15:10,['Coffee beans 200'],[400],Penguin
1270,09-09-2021,16:09,['Macchiato'],[75],Penguin
1271,09-09-2021,16:10,"['Pour-over normal', 'Pour-over normal']","[100, 100]",Penguin
1272,09-09-2021,16:23,"['Pour-over normal', 'Coffee beans 200', 'Americano', 'Americano']","[100, 400, 50, 50]",Penguin
1273,09-09-2021,16:55,['Mocha'],[75],Penguin
1274,09-09-2021,7:17,['Latte'],[70],Penguin
1275,09-09-2021,8:06,['Macchiato'],[75],Penguin
1276,09-09-2021,9:18,['Pour-over normal'],[100],Penguin
1277,09-09-2021,9:35,"['Americano', 'Coffee beans 200']","[50, 400]",Penguin
1278,10-09-2021,11:11,['Pour-over special'],[200],Rambo
1279,10-09-2021,12:14,['Flat white'],[70],Rambo
1280,10-09-2021,12:24,['Pour-over normal'],[100],Rambo
1281,10-09-2021,12:43,"['Cappucino', 'Flat white']","[70, 70]",Rambo
1282,10-09-2021,13:06,"['Pour-over special', 'Cappucino', 'Coffee beans special 200', 'Americano']","[200, 70, 600, 50]",Rambo
1283,10-09-2021,13:45,"['Latte', 'Latte']","[70, 70]",Rambo
1284,10-09-2021,14:28,['Flat white'],[70],Rambo
1285,10-09-2021,15:00,['Cappucino'],[70],Rambo
1286,10-09-2021,15:36,"['Flat white', 'Pour-over special']","[70, 200]",Rambo
1287,10-09-2021,15:52,['Pour-over normal'],[100],Rambo
1288,10-09-2021,16:06,['Pour-over special'],[200],Rambo
1289,10-09-2021,16:16,"['Cappucino', 'Latte']","[70, 70]",Rambo
1290,10-09-2021,7:42,['Pour-over special'],[200],Rambo
1291,10-09-2021,7:43,['Americano'],[50],Rambo
1292,10-09-2021,8:47,"['Coffee beans 200', 'Pour-over normal', 'Americano', 'Americano']","[400, 100, 50, 50]",Rambo
1293,11-09-2021,10:20,"['Macchiato', 'Flat white']","[75, 70]",Medse
1294,11-09-2021,10:23,"['Flat white', 'Pour-over special', 'Pour-over normal', 'Latte', 'Americano']","[70, 200, 100, 70, 50]",Medse
1295,11-09-2021,10:49,['Americano'],[50],Medse
1296,11-09-2021,11:03,['Flat white'],[70],Medse
1297,11-09-2021,11:06,"['Flat white', 'Pour-over normal']","[70, 100]",Medse
1298,11-09-2021,11:21,['Macchiato'],[75],Medse
1299,11-09-2021,12:32,['Americano'],[50],Medse
1300,11-09-2021,12:43,['Americano'],[50],Medse
1301,11-09-2021,14:28,"['Mocha', 'Latte', 'Pour-over normal', 'Pour-over normal', 'Pour-over normal']","[75, 70, 100, 100, 100]",Medse
1302,11-09-2021,14:36,['Mocha'],[75],Medse
1303,11-09-2021,15:09,['Pour-over special'],[200],Medse
1304,11-09-2021,15:10,['Flat white'],[70],Medse
1305,11-09-2021,15:14,['Latte'],[70],Medse
1306,11-09-2021,15:43,['Pour-over normal'],[100],Medse
1307,11-09-2021,15:57,"['Coffee beans special 200', 'Mocha', 'Macchiato', 'Coffee beans 200']","[600, 75, 75, 400]",Medse
1308,11-09-2021,15:58,['Coffee beans special 200'],[600],Medse
1309,11-09-2021,9:17,['Flat white'],[70],Medse
1310,11-09-2021,9:39,"['Pour-over normal', 'Americano', 'Americano']","[100, 50, 50]",Medse
1311,12-09-2021,11:00,"['Latte', 'Pour-over special', 'Flat white', 'Cappucino']","[70, 200, 70, 70]",Medse
1312,12-09-2021,11:23,['Coffee beans 200'],[400],Medse
1313,12-09-2021,11:29,"['Latte', 'Cappucino', 'Flat white', 'Pour-over normal', 'Pour-over special']","[70, 70, 70, 100, 200]",Medse
1314,12-09-2021,11:45,"['Pour-over normal', 'Latte', 'Pour-over normal']","[100, 70, 100]",Medse
1315,12-09-2021,12:06,['Espresso shot'],[30],Medse
1316,12-09-2021,12:16,['Cappucino'],[70],Medse
1317,12-09-2021,12:19,"['Pour-over special', 'Mocha', 'Cappucino', 'Pour-over normal']","[200, 75, 70, 100]",Medse
1318,12-09-2021,14:15,"['Macchiato', 'Latte']","[75, 70]",Medse
1319,12-09-2021,14:22,"['Coffee beans 200', 'Pour-over normal', 'Americano']","[400, 100, 50]",Medse
1320,12-09-2021,14:46,['Pour-over special'],[200],Medse
1321,12-09-2021,14:59,['Macchiato'],[75],Medse
1322,12-09-2021,15:28,['Americano'],[50],Medse
1323,12-09-2021,15:52,['Flat white'],[70],Medse
1324,12-09-2021,15:53,"['Mocha', 'Macchiato', 'Pour-over normal', 'Latte']","[75, 75, 100, 70]",Medse
1325,12-09-2021,15:59,"['Pour-over special', 'Pour-over normal']","[200, 100]",Medse
1326,12-09-2021,16:01,['Latte'],[70],Medse
1327,12-09-2021,16:13,['Coffee beans 200'],[400],Medse
1328,12-09-2021,16:26,['Espresso shot'],[30],Medse
1329,12-09-2021,16:54,"['Coffee beans special 200', 'Latte']","[600, 70]",Medse
1330,12-09-2021,7:24,"['Pour-over normal', 'Pour-over normal']","[100, 100]",Medse
1331,12-09-2021,7:33,"['Macchiato', 'Americano']","[75, 50]",Medse
1332,12-09-2021,7:39,"['Pour-over special', 'Americano']","[200, 50]",Medse
1333,12-09-2021,9:08,['Pour-over normal'],[100],Medse
1334,12-09-2021,9:14,"['Pour-over special', 'Latte', 'Cappucino', 'Pour-over special', 'Espresso shot']","[200, 70, 70, 200, 30]",Medse
1335,12-09-2021,9:32,"['Coffee beans 200', 'Latte']","[400, 70]",Medse
1336,12-09-2021,9:32,"['Pour-over normal', 'Macchiato']","[100, 75]",Medse
1337,12-09-2021,9:39,['Flat white'],[70],Medse
1338,12-09-2021,9:52,"['Macchiato', 'Americano']","[75, 50]",Medse
1339,13-09-2021,10:59,"['Pour-over special', 'Espresso shot']","[200, 30]",Rambo
1340,13-09-2021,10:59,"['Coffee beans special 200', 'Flat white']","[600, 70]",Rambo
1341,13-09-2021,11:11,"['Cappucino', 'Flat white', 'Pour-over special', 'Cappucino']","[70, 70, 200, 70]",Rambo
1342,13-09-2021,13:27,"['Flat white', 'Pour-over special']","[70, 200]",Rambo
1343,13-09-2021,13:39,"['Coffee beans 200', 'Pour-over normal']","[400, 100]",Rambo
1344,13-09-2021,13:41,['Pour-over special'],[200],Rambo
1345,13-09-2021,14:48,"['Latte', 'Pour-over normal']","[70, 100]",Rambo
1346,13-09-2021,16:13,"['Pour-over normal', 'Latte']","[100, 70]",Rambo
1347,13-09-2021,7:41,"['Cappucino', 'Pour-over special', 'Coffee beans 200']","[70, 200, 400]",Rambo
1348,13-09-2021,8:22,"['Pour-over normal', 'Flat white', 'Flat white']","[100, 70, 70]",Rambo
1349,13-09-2021,8:32,['Pour-over special'],[200],Rambo
1350,13-09-2021,9:36,"['Coffee beans special 200', 'Macchiato']","[600, 75]",Rambo
1351,13-09-2021,9:59,"['Pour-over special', 'Latte', 'Pour-over special', 'Pour-over special', 'Cappucino']","[200, 70, 200, 200, 70]",Rambo
1352,14-09-2021,10:02,"['Pour-over normal', 'Pour-over normal']","[100, 100]",Penguin
1353,14-09-2021,10:31,['Cappucino'],[70],Penguin
1354,14-09-2021,11:20,['Pour-over special'],[200],Penguin
1355,14-09-2021,11:30,['Latte'],[70],Penguin
1356,14-09-2021,11:41,['Flat white'],[70],Penguin
1357,14-09-2021,11:57,"['Coffee beans 200', 'Latte', 'Mocha', 'Cappucino', 'Latte']","[400, 70, 75, 70, 70]",Penguin
1358,14-09-2021,12:14,['Macchiato'],[75],Penguin
1359,14-09-2021,13:58,"['Coffee beans 200', 'Pour-over special']","[400, 200]",Penguin
1360,14-09-2021,14:01,['Pour-over normal'],[100],Penguin
1361,14-09-2021,14:28,"['Latte', 'Espresso shot', 'Pour-over normal', 'Americano']","[70, 30, 100, 50]",Penguin
1362,14-09-2021,14:53,['Flat white'],[70],Penguin
1363,14-09-2021,15:22,"['Pour-over special', 'Macchiato']","[200, 75]",Penguin
1364,14-09-2021,15:56,['Mocha'],[75],Penguin
1365,14-09-2021,16:07,['Latte'],[70],Penguin
1366,14-09-2021,16:09,['Espresso shot'],[30],Penguin
1367,14-09-2021,16:28,['Americano'],[50],Penguin
1368,14-09-2021,9:32,['Flat white'],[70],Penguin
1369,15-09-2021,13:57,"['Macchiato', 'Flat white']","[75, 70]",Rambo
1370,15-09-2021,14:15,['Pour-over special'],[200],Rambo
1371,15-09-2021,14:36,"['Coffee beans 200', 'Cappucino']","[400, 70]",Rambo
1372,15-09-2021,15:06,['Pour-over normal'],[100],Rambo
1373,15-09-2021,16:14,['Latte'],[70],Rambo
1374,15-09-2021,7:22,['Pour-over normal'],[100],Rambo
1375,15-09-2021,9:41,['Coffee beans 200'],[400],Rambo
1376,16-09-2021,10:04,"['Latte', 'Coffee beans special 200', 'Coffee beans special 200', 'Cappucino', 'Coffee beans 200']","[70, 600, 600, 70, 400]",Penguin
1377,16-09-2021,10:48,"['Pour-over special', 'Flat white', 'Americano', 'Latte', 'Pour-over normal']","[200, 70, 50, 70, 100]",Penguin
1378,16-09-2021,11:22,['Coffee beans special 200'],[600],Penguin
1379,16-09-2021,11:22,"['Pour-over special', 'Pour-over normal']","[200, 100]",Penguin
1380,16-09-2021,11:28,['Latte'],[70],Penguin
1381,16-09-2021,11:44,"['Espresso shot', 'Macchiato', 'Coffee beans 200']","[30, 75, 400]",Penguin
1382,16-09-2021,11:50,"['Espresso shot', 'Coffee beans special 200']","[30, 600]",Penguin
1383,16-09-2021,12:00,"['Flat white', 'Cappucino']","[70, 70]",Penguin
1384,16-09-2021,12:20,['Pour-over normal'],[100],Penguin
1385,16-09-2021,12:28,"['Pour-over normal', 'Coffee beans special 200']","[100, 600]",Penguin
1386,16-09-2021,13:01,['Coffee beans special 200'],[600],Penguin
1387,16-09-2021,13:27,['Americano'],[50],Penguin
1388,16-09-2021,13:33,"['Flat white', 'Americano']","[70, 50]",Penguin
1389,16-09-2021,13:49,['Coffee beans 200'],[400],Penguin
1390,16-09-2021,14:15,['Latte'],[70],Penguin
1391,16-09-2021,15:05,['Pour-over special'],[200],Penguin
1392,16-09-2021,16:09,['Pour-over special'],[200],Penguin
1393,16-09-2021,16:23,['Mocha'],[75],Penguin
1394,16-09-2021,7:12,['Latte'],[70],Penguin
1395,16-09-2021,7:17,['Coffee beans 200'],[400],Penguin
